project,url,class,method,http,file,line,source
FinUp.StockData.Price.Api.Channel,api/price/connect,PriceController,ConnectByGet,GET,FinUp.StockData.Price.Api.Channel/Controllers/PriceController.cs,23,attribute
FinUp.StockData.Price.Api.RealTime,api/Cache/price,CacheController,GetAll,GET,FinUp.StockData.Price.Api.RealTime/Controllers/Legacy/CacheController.cs,31,attribute
FinUp.StockData.Price.Api.RealTime,api/Cache/price/schedule,CacheController,SchedulePrice,GET,FinUp.StockData.Price.Api.RealTime/Controllers/Legacy/CacheController.cs,44,attribute
FinUp.StockData.Price.Api.RealTime,api/Cache/price/{code},CacheController,Get,GET,FinUp.StockData.Price.Api.RealTime/Controllers/Legacy/CacheController.cs,35,attribute
FinUp.StockData.Price.Api.RealTime,api/Policy/reset,PolicyController,Reset,GET,FinUp.StockData.Price.Api.RealTime/Controllers/Legacy/PolicyController.cs,27,attribute
FinUp.StockData.Price.Api.RealTime,api/Policy/{path?},PolicyController,Get,GET,FinUp.StockData.Price.Api.RealTime/Controllers/Legacy/PolicyController.cs,23,attribute
FinUp.StockData.Price.Api.RealTime,api/Scope,ScopeController,GetAll,GET,FinUp.StockData.Price.Api.RealTime/Controllers/Legacy/ScopeController.cs,34,attribute
FinUp.StockData.Price.Api.RealTime,api/Scope/count,ScopeController,GetScopeCount,GET,FinUp.StockData.Price.Api.RealTime/Controllers/Legacy/ScopeController.cs,46,attribute
FinUp.StockData.Price.Api.RealTime,api/Scope/count/interval,ScopeController,GetScopeCountInterval,GET,FinUp.StockData.Price.Api.RealTime/Controllers/Legacy/ScopeController.cs,50,attribute
FinUp.StockData.Price.Api.RealTime,api/Scope/count/realtime,ScopeController,GetScopeCountRealtime,GET,FinUp.StockData.Price.Api.RealTime/Controllers/Legacy/ScopeController.cs,54,attribute
FinUp.StockData.Price.Api.RealTime,api/Scope/id/{id},ScopeController,GetScope,GET,FinUp.StockData.Price.Api.RealTime/Controllers/Legacy/ScopeController.cs,38,attribute
FinUp.StockData.Price.Api.RealTime,api/Scope/ip/{ip},ScopeController,GetScopeIP,GET,FinUp.StockData.Price.Api.RealTime/Controllers/Legacy/ScopeController.cs,42,attribute
FinUp.StockData.Price.Api.RealTime,api/Sse,SseController,Get,GET,FinUp.StockData.Price.Api.RealTime/Controllers/Legacy/SseController.cs,40,attribute
FinUp.StockData.Price.Api.RealTime,api/Sse/test/eventstream,SseController,TestEventstream,GET,FinUp.StockData.Price.Api.RealTime/Controllers/Legacy/SseController.cs,159,attribute
FinUp.StockData.Price.Api.RealTime,api/v1.0/Cache/price,CacheController,GetAll,GET,FinUp.StockData.Price.Api.RealTime/Controllers/v1_0/CacheController.cs,31,attribute
FinUp.StockData.Price.Api.RealTime,api/v1.0/Cache/price/schedule,CacheController,SchedulePrice,GET,FinUp.StockData.Price.Api.RealTime/Controllers/v1_0/CacheController.cs,65,attribute
FinUp.StockData.Price.Api.RealTime,api/v1.0/Cache/price/{code},CacheController,Get,GET,FinUp.StockData.Price.Api.RealTime/Controllers/v1_0/CacheController.cs,35,attribute
FinUp.StockData.Price.Api.RealTime,api/v1.0/Sse,SseController,Get,GET,FinUp.StockData.Price.Api.RealTime/Controllers/v1_0/SseController.cs,63,conventional
FinUp.StockData.Price.Api.RealTime,api/v1.0/Sse/price/{code},SseController,Get,GET,FinUp.StockData.Price.Api.RealTime/Controllers/v1_0/SseController.cs,221,attribute
